blueTop,blueJungle,blueMid,blueADC,blueSupport,redTop,redJungle,redMid,redADC,redSupport,blueWin
Irelia,JarvanIV,Katarina,Caitlyn,Thresh,Skarner,Jayce,Yasuo,Aphelios,Lulu,0
Aatrox,Nidalee,Syndra,Aphelios,Karma,Jayce,LeeSin,Orianna,Jhin,Nautilus,1
KSante,LeeSin,Yasuo,Jinx,Lulu,Gnar,Lillia,Heimerdinger,Tristana,Alistar,1
Aatrox,Nunu,Smolder,Sivir,Swain,Fiora,Vi,Galio,AurelionSol,Nautilus,1
Teemo,JarvanIV,Sylas,Nilah,Heimerdinger,Malphite,Shen,Yone,Kaisa,Karma,1
Ornn,Graves,Aurora,Sivir,Karma,Aatrox,MonkeyKing,Sylas,Caitlyn,Leblanc,1
Kassadin,Ambessa,Brand,MissFortune,Pyke,Aatrox,Khazix,Udyr,Ezreal,Alistar,0
Karma,RekSai,Zed,Ezreal,Bard,Jayce,JarvanIV,Ahri,Yunara,Senna,1
Jayce,Zyra,Viktor,Aphelios,Rakan,KSante,Nidalee,Galio,MissFortune,Rell,0
Fiora,Nidalee,Garen,Yunara,Karma,Aatrox,Naafiri,Anivia,Ashe,Blitzcrank,0
Malphite,Brand,Annie,Yunara,Bard,Maokai,Karthus,Talon,Cassiopeia,Jax,0
Jayce,Rammus,Akali,Jinx,Nautilus,Malphite,DrMundo,Yasuo,Yunara,Velkoz,0
Gangplank,Kindred,Ryze,Brand,Poppy,Zaahen,Zyra,Katarina,Ezreal,Pyke,0
Vladimir,Khazix,Leblanc,Yunara,Lulu,Jax,Talon,Sylas,Caitlyn,Karma,0
KSante,Ekko,Fizz,Tristana,Rell,Gnar,Talon,Sion,MissFortune,Leona,1
Ambessa,Elise,Lucian,Twitch,Lulu,Jayce,Talon,Mel,Yunara,Karma,0
Renekton,Talon,Orianna,Ashe,Braum,Yone,FiddleSticks,Xerath,Ezreal,Leona,1
Yasuo,XinZhao,Galio,Ezreal,Lulu,Singed,Talon,Syndra,Kaisa,Nautilus,1
Kennen,Belveth,Taliyah,Jhin,Nautilus,DrMundo,MonkeyKing,Ahri,MasterYi,Lulu,0
Riven,Talon,Yone,Mel,Senna,Renekton,XinZhao,AurelionSol,Aphelios,Yuumi,1
Warwick,Naafiri,Ekko,Yunara,Bard,Volibear,RekSai,Akshan,Smolder,Braum,1
Ornn,Graves,Ekko,Kaisa,Thresh,Nocturne,Ambessa,Fizz,Yunara,Zyra,0
Qiyana,RekSai,Ekko,Caitlyn,Annie,Ornn,Kindred,Malzahar,Ezreal,Karma,1
Camille,Sylas,Katarina,Xayah,Bard,Teemo,Briar,Ekko,Caitlyn,Poppy,1
Jax,Naafiri,Ekko,Jinx,Thresh,Gragas,Graves,Sylas,Ezreal,Karma,1
Urgot,RekSai,Ekko,Ezreal,Nautilus,Skarner,Zaahen,Ahri,Varus,Bard,0
Fiora,Rammus,AurelionSol,Ezreal,Xerath,Gnar,Sejuani,Ekko,Jhin,Thresh,0
Kled,Naafiri,Sylas,Kalista,Rakan,Garen,Graves,Ekko,Jhin,Poppy,0
Garen,LeeSin,Sylas,Jhin,Neeko,Shen,Graves,Ekko,Lucian,Rell,0
Aatrox,Graves,Ekko,Caitlyn,Lux,Warwick,Viego,Xerath,Ashe,Nautilus,1
DrMundo,Nunu,Ahri,Jinx,Bard,Tryndamere,XinZhao,Ekko,Yunara,Taric,1
Corki,Zac,Ekko,Aphelios,Morgana,Jayce,MonkeyKing,TwistedFate,Kaisa,Nautilus,0
Camille,Nocturne,Sylas,Aphelios,Alistar,Fiora,Aatrox,Ekko,Sivir,Nautilus,0
Gnar,Viego,Sylas,Ashe,Alistar,Garen,Nunu,Ekko,Caitlyn,Poppy,1
TwistedFate,LeeSin,Sylas,Yunara,Thresh,KSante,Kayn,Ekko,Kaisa,Seraphine,0
Irelia,JarvanIV,Cassiopeia,Ezreal,Leona,Malphite,Qiyana,Ekko,Jhin,Nautilus,1
Aurora,LeeSin,Lissandra,Jhin,Thresh,Ambessa,Zed,Sylas,KogMaw,Rumble,0
Singed,Talon,Xerath,Jhin,Thresh,Jayce,Graves,Leblanc,Seraphine,Maokai,0
Maokai,Zyra,Yone,Varus,Alistar,Singed,LeeSin,Leblanc,Jinx,Milio,0
Jax,Taliyah,Jayce,Jinx,Lulu,Cassiopeia,Ivern,KogMaw,Ezreal,Karma,1
Kennen,Ambessa,Ryze,Draven,Karma,Jayce,XinZhao,Xerath,Kaisa,Maokai,0
Renekton,RekSai,Xerath,Jhin,Karma,Gnar,Kindred,Lux,MissFortune,Rell,1
Skarner,Nocturne,Xerath,Kaisa,Thresh,Garen,Vi,Ahri,Jinx,Rakan,0
Skarner,LeeSin,Orianna,Jhin,Nautilus,Garen,RekSai,Qiyana,Caitlyn,Brand,1
Zac,LeeSin,Ryze,Cassiopeia,Blitzcrank,Zaahen,Sylas,KogMaw,Smolder,Leona,0
Sion,LeeSin,TwistedFate,Ashe,Seraphine,Sett,Lillia,Talon,Jhin,Pyke,0
Mordekaiser,LeeSin,Corki,Mel,FiddleSticks,Zaahen,XinZhao,Sylas,Ezreal,Blitzcrank,1
Jayce,Vi,Cassiopeia,Jhin,Annie,Vladimir,Khazix,Syndra,Draven,JarvanIV,0
Yorick,Graves,Cassiopeia,Caitlyn,Milio,Gwen,LeeSin,Zac,KogMaw,Lulu,1
KSante,Kindred,Sylas,KogMaw,Lulu,Rumble,JarvanIV,Talon,Jhin,Xerath,0
Kled,MasterYi,Ahri,Kalista,Nautilus,Jax,Briar,KogMaw,Kaisa,Annie,1
Anivia,Viego,Talon,Yunara,Karma,Maokai,Jayce,KogMaw,Ezreal,Elise,1
Nocturne,Hecarim,TwistedFate,Samira,Thresh,Renekton,Ivern,Ahri,Yunara,Lulu,1
Volibear,LeeSin,Viktor,Senna,TahmKench,KSante,XinZhao,Karthus,Samira,Nautilus,0
Renekton,RekSai,Annie,Yunara,Braum,Zaahen,Graves,Sylas,Tristana,Senna,0
Renekton,Graves,Akali,Ashe,Heimerdinger,Ambessa,Naafiri,Neeko,Ezreal,Karma,0
Aatrox,Zac,Malzahar,Cassiopeia,Nautilus,Vladimir,XinZhao,Orianna,Yunara,Rell,1
Jax,Graves,Anivia,Swain,Neeko,Olaf,Kindred,Rammus,Kaisa,Pantheon,0
Aatrox,Vi,Ahri,Kaisa,Heimerdinger,Sion,Maokai,Swain,Jhin,Lux,1
KSante,Nocturne,Veigar,Jhin,Alistar,Vayne,Graves,Vladimir,Ezreal,Thresh,1
Rumble,Fizz,Jayce,Yunara,Rell,Kennen,LeeSin,Vex,Ezreal,Karma,0
Karthus,RekSai,Ahri,Ezreal,Bard,KSante,Skarner,Viktor,Jhin,Pyke,1
Sylas,Briar,Kennen,Caitlyn,Thresh,Malphite,Graves,Yone,Twitch,Cassiopeia,1
DrMundo,Briar,Ryze,Ezreal,JarvanIV,Ambessa,Zyra,Zed,Lucian,Nautilus,0
KSante,Viego,Sylas,MissFortune,Blitzcrank,Gangplank,Briar,Mel,Jhin,Alistar,0
Tryndamere,Briar,Viktor,Ashe,Seraphine,Jax,Karthus,Aatrox,Jhin,Thresh,0
Nasus,Sylas,Galio,Yunara,Lulu,Garen,Briar,Ahri,Lucian,Pyke,1
Pantheon,Shaco,Orianna,Vayne,Senna,Akali,Briar,Nasus,Jhin,Neeko,1
Nocturne,Talon,Anivia,Ezreal,Sylas,Aatrox,Briar,Hwei,Tristana,Lulu,0
Vayne,Nidalee,Xerath,Lucian,Yuumi,Draven,Briar,Katarina,Yunara,Heimerdinger,0
Kennen,Briar,Aurora,Xayah,Shen,Sion,Maokai,Pantheon,Ezreal,Seraphine,0
Yone,Briar,Annie,Jinx,Morgana,Gangplank,Ambessa,Akali,Aphelios,Thresh,0
Aatrox,LeeSin,Vladimir,Caitlyn,Bard,Sion,Briar,Orianna,Varus,Nautilus,0
Jayce,Sylas,Aurora,Jhin,Bard,Darius,Briar,Taliyah,Ashe,Karma,1
Jayce,Viego,Orianna,Kalista,Renata,Gwen,Briar,Ahri,Jinx,Bard,0
XinZhao,Briar,Anivia,Vayne,Taric,Aurora,JarvanIV,Ahri,Varus,Leona,1
Darius,Belveth,Malzahar,Jhin,Karma,KSante,Briar,Hwei,Ziggs,Rell,1
Jayce,Elise,Akshan,Sivir,Maokai,Fiora,Briar,Ahri,Jhin,Pyke,1
Malphite,JarvanIV,Diana,Ashe,Seraphine,KSante,Nocturne,Kassadin,Swain,Pantheon,0
Renekton,Karthus,Yone,Yunara,Sylas,Yasuo,Vi,Ryze,Kaisa,Swain,1
KSante,RekSai,Ryze,Brand,Nami,Warwick,Ambessa,Syndra,Ezreal,Rakan,0
Sion,Naafiri,Sylas,Ezreal,Karma,Mordekaiser,Shyvana,Orianna,Jinx,Thresh,1
Riven,XinZhao,Orianna,Jhin,Nautilus,Camille,Sejuani,Syndra,Caitlyn,Hwei,0
Akali,Elise,Zed,Sivir,Bard,Diana,Briar,Orianna,Ezreal,Senna,1
Jayce,Sylas,Syndra,Ezreal,Pyke,Swain,Viego,Yasuo,Jinx,Janna,1
Ambessa,Viego,Orianna,Cassiopeia,Thresh,Rumble,LeeSin,Viktor,Ezreal,Camille,1
Anivia,XinZhao,Ziggs,Jinx,Lulu,Cassiopeia,Skarner,Orianna,Aphelios,Nautilus,0
Sion,LeeSin,Syndra,Ezreal,FiddleSticks,Gwen,XinZhao,Pantheon,Jinx,Nautilus,0
Kled,Nidalee,Ambessa,Jhin,Elise,Ornn,Zaahen,Annie,Yunara,Soraka,1
Sion,Nidalee,Mel,Varus,Braum,Kled,Lillia,Ahri,Jhin,Karma,1
Rumble,Viego,Leblanc,Ezreal,Yuumi,Riven,Zyra,Corki,Caitlyn,Alistar,0
KSante,Evelynn,Ornn,Ashe,Maokai,Gragas,RekSai,Xerath,Kaisa,Bard,1
Jax,Olaf,Mel,Jinx,Nautilus,KSante,Nidalee,Yasuo,Aphelios,Karma,1
Ambessa,Pantheon,Fizz,Jinx,Lulu,Fiora,JarvanIV,Taliyah,MissFortune,Seraphine,0
Ornn,Viego,Diana,Lucian,Braum,Darius,Graves,Malzahar,Kaisa,Alistar,1
Akali,Shyvana,Xerath,Aphelios,Braum,Sion,Naafiri,Galio,Kaisa,Nautilus,0
Gnar,Zac,Sylas,Aphelios,Anivia,Vayne,Shyvana,Swain,Corki,Morgana,0
Yasuo,Naafiri,Orianna,Kaisa,Nautilus,Renekton,Graves,Corki,Ezreal,Karma,0
Nocturne,Sylas,Zoe,Kaisa,Leona,Ornn,XinZhao,Vex,Ashe,Morgana,0
Vladimir,Talon,Urgot,Ezreal,Alistar,Garen,Evelynn,Katarina,Sivir,Qiyana,1
Camille,Nidalee,Vladimir,Kaisa,Rell,Trundle,Khazix,Talon,Lucian,Nautilus,1
Gragas,LeeSin,Yasuo,Jinx,Nautilus,Sion,Viego,Akali,Mel,Sona,1
Sion,Graves,Sylas,Kaisa,Nautilus,Zaahen,LeeSin,Ahri,Jhin,Rell,0
Sett,Belveth,Veigar,Senna,Nautilus,Heimerdinger,JarvanIV,Orianna,Ezreal,Bard,0
Kled,JarvanIV,Anivia,Caitlyn,Karma,Shen,LeeSin,Akali,Jhin,Mel,1
Skarner,XinZhao,Xerath,Aphelios,Blitzcrank,Zoe,Evelynn,Yone,Sivir,Neeko,1
Jax,Gragas,Zed,Ezreal,Bard,Yone,Graves,Azir,Jhin,Nautilus,0
Darius,Ambessa,Quinn,Jinx,Thresh,Yasuo,Zac,Ahri,Jhin,Lux,0
Jayce,Vi,Sylas,Caitlyn,Senna,Zed,Graves,Ryze,Jhin,Karma,1
Rengar,Evelynn,Cassiopeia,Zeri,Lulu,Garen,LeeSin,Ryze,Jhin,Blitzcrank,1
Zed,Gwen,Vex,Aphelios,Braum,Rumble,Talon,Hwei,Jhin,Nautilus,1
Camille,Elise,Sylas,Aphelios,Bard,Maokai,Nocturne,Ryze,Jinx,Rell,0
Renekton,LeeSin,Vex,Ashe,Mel,Aurora,Skarner,Aatrox,Lucian,Janna,0
Renekton,LeeSin,Orianna,Aphelios,Thresh,Kayn,Maokai,Vex,Yunara,Rell,0
Ambessa,LeeSin,Viktor,Ezreal,Karma,Rumble,XinZhao,Vex,Ashe,Thresh,0
Riven,MasterYi,Vex,Ashe,FiddleSticks,Ornn,LeeSin,Lux,Yunara,Leona,0
Gnar,Vi,Galio,Yunara,Neeko,Malphite,JarvanIV,Vex,Jinx,Lulu,0
Zaahen,LeeSin,Ahri,Ashe,Leona,Vayne,Graves,Viktor,Jinx,Yuumi,1
Draven,Sylas,Irelia,Ezreal,Velkoz,Olaf,Zyra,Talon,Smolder,Rakan,0
Ryze,Kindred,Galio,Smolder,Senna,Sylas,LeeSin,Yone,Ezreal,Rakan,1
Yasuo,Kindred,TwistedFate,Smolder,Lulu,Zaahen,LeeSin,Xerath,Kaisa,Maokai,0
Irelia,LeeSin,Diana,Kaisa,Poppy,Shen,Shaco,Yorick,Smolder,Sona,0
Poppy,JarvanIV,Ahri,Kaisa,Karma,Brand,LeeSin,AurelionSol,Smolder,Nautilus,0
KSante,MasterYi,Akshan,Smolder,Nami,Vayne,LeeSin,Mel,Cassiopeia,Thresh,0
Camille,Ekko,Mel,Aphelios,Braum,Garen,Nidalee,TwistedFate,Ezreal,Leona,1
Urgot,LeeSin,Orianna,Yunara,Blitzcrank,Darius,Rengar,Ahri,Smolder,Rell,0
Warwick,Sejuani,Katarina,Jhin,Bard,Garen,Viego,Varus,Smolder,Karma,1
Volibear,Ambessa,Yasuo,Kaisa,Maokai,Skarner,RekSai,Vex,Smolder,Elise,0
Akshan,Karthus,Qiyana,Yasuo,Thresh,Akali,Kindred,Zoe,Jhin,Brand,0
Jayce,Karthus,Naafiri,Ashe,Braum,Gnar,Ekko,Tryndamere,Senna,Nautilus,0
Gangplank,Vi,Fizz,Jhin,Karma,Olaf,Taliyah,Ahri,Kaisa,Pantheon,1
Jayce,Jax,Orianna,Varus,Seraphine,Vayne,LeeSin,Hwei,Jhin,Neeko,0
Kayle,Nunu,Zed,Jhin,Sona,Camille,Khazix,Fizz,Ezreal,Karma,0
Sion,LeeSin,Vex,Caitlyn,Karma,Garen,Rengar,Akshan,Ezreal,Blitzcrank,1
Sylas,MonkeyKing,Qiyana,Caitlyn,Senna,Rumble,Naafiri,Lissandra,Ashe,Karma,0
Rumble,Skarner,Ryze,Tristana,Bard,KSante,Elise,Aurora,Jhin,Rengar,0
Vayne,LeeSin,TwistedFate,Jhin,Nautilus,KSante,Nidalee,Yone,Kaisa,Thresh,1
Shen,LeeSin,Lissandra,Mel,Xerath,Heimerdinger,XinZhao,Zed,Ezreal,Karma,0
Zaahen,Sylas,Lissandra,Kaisa,Bard,Yasuo,Diana,Hwei,Jhin,Thresh,1
Yasuo,LeeSin,Fizz,Kaisa,Maokai,KSante,Graves,Anivia,Ezreal,Karma,1
Ezreal,Zac,Taliyah,Ambessa,Leona,Vayne,Qiyana,Briar,Kaisa,Rakan,0
Gangplank,LeeSin,Akali,Aphelios,Maokai,Olaf,Belveth,Orianna,Yunara,Karma,1
Chogath,Viego,Ryze,Aphelios,Thresh,Fiora,JarvanIV,Aurora,Ezreal,Neeko,1
Aatrox,LeeSin,Viktor,Yunara,Zaahen,Jax,XinZhao,Vladimir,Swain,Pyke,0
Gragas,Viego,Yone,Ashe,Seraphine,KSante,Briar,AurelionSol,Anivia,Taric,0
Jax,XinZhao,Ryze,Jhin,Blitzcrank,Kennen,Naafiri,Ahri,Ashe,Renata,0
Sylas,Skarner,Azir,Sivir,Seraphine,Yone,Taliyah,Qiyana,Ezreal,Alistar,1
Yasuo,Taliyah,Qiyana,Ezreal,Nautilus,Teemo,Vi,Lissandra,Senna,Seraphine,1
TahmKench,Nunu,Zed,Kaisa,Leona,Gwen,LeeSin,Ryze,Ashe,Nautilus,1
Irelia,Sylas,Ahri,Ezreal,Yuumi,Zaahen,Viego,Gragas,Sivir,Blitzcrank,0
Yone,Shyvana,Orianna,Aphelios,Karma,Rell,Lillia,Yorick,Ezreal,Soraka,1
Poppy,RekSai,Zoe,MissFortune,Braum,Vayne,Sejuani,Galio,Ezreal,Nautilus,1
Jax,DrMundo,Zed,Varus,Bard,Vayne,Ivern,Sylas,Tristana,Blitzcrank,1
Sylas,LeeSin,Syndra,Ezreal,Lulu,Riven,Naafiri,Aurora,Sivir,Braum,1
Vayne,XinZhao,Xerath,Ezreal,Karma,Lucian,Pantheon,Aurora,MissFortune,Sylas,0
Mordekaiser,Maokai,Qiyana,Sivir,Karma,KSante,JarvanIV,Aurora,Ezreal,Thresh,1
Singed,Nidalee,TwistedFate,Yunara,Bard,Jayce,Hecarim,Galio,Jhin,Karma,1
Vayne,Karthus,Galio,Jhin,Leona,Malphite,Kindred,Ryze,Ezreal,Elise,0
Garen,LeeSin,Orianna,Jinx,Lulu,Corki,Graves,Ryze,Ashe,Thresh,1
Urgot,Zac,Qiyana,Ezreal,Thresh,MonkeyKing,XinZhao,Akali,Corki,Nautilus,1
Camille,Kindred,Leblanc,Ashe,Karma,Tryndamere,Ambessa,Viktor,Ezreal,Ekko,0
Vayne,Zyra,Kassadin,Ashe,Seraphine,Varus,Nunu,TwistedFate,Ezreal,Maokai,1
Chogath,Viego,Lissandra,Tristana,Maokai,Sett,Pantheon,Viktor,Ezreal,Pyke,0
Aatrox,RekSai,Ekko,Ezreal,Elise,Zilean,Shaco,Akali,Jhin,Zyra,0
Jayce,JarvanIV,Malphite,Jhin,Elise,Ornn,Lillia,Tristana,Lucian,Alistar,0
KSante,LeeSin,Hwei,Yunara,Lulu,Sion,Kindred,Viktor,Ezreal,Elise,1
Rumble,Zaahen,Orianna,Ashe,Bard,Sion,LeeSin,Katarina,Ezreal,Anivia,0
Kassadin,RekSai,Singed,Jhin,Elise,Kennen,Zac,Qiyana,Ezreal,Anivia,0
Rumble,Kayn,Viktor,Xayah,JarvanIV,KSante,Vi,Anivia,Cassiopeia,Blitzcrank,1
Gnar,Zyra,Anivia,Xayah,Renata,Fiora,RekSai,Neeko,Jhin,Mel,1
Renekton,Nidalee,Yone,Ashe,Rell,Quinn,Zac,Fizz,Yunara,Jax,0
Cassiopeia,JarvanIV,Orianna,MissFortune,Bard,Ambessa,Briar,Ekko,Jhin,Rell,1
Kennen,LeeSin,Ryze,Jhin,Karma,Darius,Rengar,KogMaw,MissFortune,Seraphine,1
Rumble,MonkeyKing,Ryze,Jhin,Karma,Cassiopeia,Lillia,Zed,Ashe,Seraphine,0
Rumble,Shyvana,Zed,Tristana,Janna,Jayce,Graves,Sylas,Yunara,Galio,0
Gwen,Zyra,Yasuo,Ezreal,Janna,Darius,Zed,Mel,Ashe,Pyke,1
Fiora,Kaisa,Yone,Tristana,Morgana,Darius,LeeSin,Galio,Xayah,Rakan,1
Fiora,LeeSin,TwistedFate,Aphelios,Taric,MasterYi,Vi,Katarina,Draven,Nautilus,1
Kled,Kaisa,Caitlyn,Tristana,Zyra,Tryndamere,Hecarim,Zed,Ashe,Seraphine,1
Ambessa,JarvanIV,Leblanc,Lucian,Braum,Pantheon,Zyra,Hwei,Draven,Leona,1
Vayne,Zyra,Sion,Ezreal,Pyke,Annie,Naafiri,Viktor,Jhin,Karma,0
Ambessa,Vi,Ahri,Yunara,Lulu,Rumble,MasterYi,Akali,Jhin,Bard,1
Shen,Ambessa,Vladimir,Jhin,Nautilus,Urgot,Vi,Galio,Kaisa,Karma,0
Ivern,LeeSin,Leblanc,Kaisa,Leona,Rumble,Sylas,Yone,Ashe,Blitzcrank,1
Rumble,LeeSin,Galio,Jinx,Milio,Kennen,Pantheon,Ekko,Kaisa,Neeko,1
Mordekaiser,LeeSin,Yone,Ashe,Janna,Vayne,Vi,Gragas,Aphelios,Thresh,0
DrMundo,Graves,Viktor,Senna,Sylas,Fiora,LeeSin,Orianna,Varus,Neeko,1
Jax,Pantheon,Sylas,Jhin,Hwei,Gragas,Nidalee,Zed,Ezreal,Karma,0
Irelia,Vi,Katarina,Xayah,Senna,Ambessa,Graves,Lissandra,Kaisa,MonkeyKing,0
Akali,LeeSin,Mel,Twitch,Nautilus,KSante,Kayn,Katarina,Yunara,Renata,1
Sion,LeeSin,Katarina,Kaisa,Alistar,Vayne,Vi,Ahri,Jhin,Rakan,1
Shen,Nidalee,Qiyana,Corki,Rakan,Sett,Graves,Katarina,Yunara,Lulu,0
Vayne,Nocturne,Aurora,Sivir,Karma,Gnar,Zyra,Katarina,Xayah,Elise,1
Jayce,JarvanIV,Galio,Ashe,Skarner,Tryndamere,Graves,Katarina,Aphelios,Thresh,0
Yorick,Elise,Gangplank,Jinx,Thresh,Jayce,Ekko,Katarina,Ashe,Braum,1
Irelia,Ekko,Sion,Yunara,Zoe,Fiora,Elise,Katarina,Jhin,Zyra,0
Renekton,Kayn,Gragas,KogMaw,Lulu,MasterYi,Ambessa,Katarina,Kaisa,Nautilus,0
Zilean,Nidalee,Talon,Ashe,Zyra,Ornn,Zed,Akali,Mel,Pantheon,1
Jayce,Zac,Orianna,Ashe,Seraphine,Urgot,Kayn,Zed,Mel,Rell,0
Vladimir,Graves,Taliyah,Yunara,Rakan,Olaf,MasterYi,Viktor,Aphelios,Braum,1
Jayce,Ambessa,Galio,Kaisa,Nautilus,Malphite,Vi,Aurora,AurelionSol,Poppy,1
Sion,Kindred,Riven,Jinx,Nautilus,KSante,Graves,TwistedFate,Jhin,Teemo,0
Rumble,Ambessa,Ahri,Yunara,Anivia,Fiora,Pantheon,Nasus,Kaisa,Swain,1
Sion,LeeSin,Leblanc,Caitlyn,Nautilus,Jayce,Vi,AurelionSol,Zeri,Yuumi,1
Gwen,Jayce,Garen,Swain,Zilean,DrMundo,Pantheon,Viktor,Xayah,Rakan,0
Ryze,Nidalee,Aatrox,Yunara,Lulu,Fiora,JarvanIV,AurelionSol,Sivir,Karma,1
Camille,JarvanIV,Galio,MissFortune,Thresh,Naafiri,Hecarim,Xerath,Kaisa,Zoe,0
Kennen,Khazix,Mel,Ezreal,Leona,Yasuo,Kayn,Galio,Jhin,Karma,0
Udyr,Pantheon,Aurora,Jhin,Swain,Zaahen,XinZhao,Ahri,Aphelios,Nami,1
Sion,Nocturne,Cassiopeia,Xayah,Rakan,Aatrox,XinZhao,TwistedFate,Kaisa,Skarner,1
Sion,Khazix,Ahri,Lucian,Thresh,DrMundo,Pantheon,Lux,Kaisa,Camille,1
Nasus,Nidalee,Syndra,Lucian,Leona,Yone,Viego,Galio,Xayah,Rakan,0
Darius,Graves,Akali,Jhin,Poppy,Riven,Lillia,Yasuo,Kaisa,Nautilus,0
Shen,Diana,Yasuo,Jinx,Taric,Corki,Nunu,Aurora,Caitlyn,Poppy,0
Yorick,Nidalee,Galio,Corki,Pantheon,Camille,LeeSin,Smolder,Ezreal,Elise,1
KSante,Vi,Yone,Cassiopeia,Leona,Vladimir,Camille,Akali,Kaisa,Alistar,0
Fiora,Karthus,Syndra,Yunara,Rell,Darius,Pantheon,Viktor,Mel,Sona,0
Shen,Karthus,Anivia,Varus,Bard,Fiora,LeeSin,Ryze,Jhin,Seraphine,0
Rumble,Nocturne,Rakan,Sivir,Zilean,XinZhao,Briar,TwistedFate,Ezreal,Seraphine,1
Yone,Sylas,TwistedFate,Draven,Elise,Irelia,Ekko,Orianna,Jhin,Thresh,0
Yone,Sylas,Qiyana,Ezreal,Maokai,Fiora,XinZhao,Orianna,Kaisa,Leona,0
Jax,Briar,TwistedFate,Jhin,Bard,Poppy,Evelynn,Galio,Yunara,Lulu,0
Skarner,Nidalee,Twitch,MissFortune,Thresh,Nocturne,Zaahen,Vex,Jinx,Qiyana,1
Renekton,Nunu,Ahri,Jhin,Neeko,Vayne,Naafiri,Viktor,Ezreal,Sona,1
XinZhao,Briar,Ryze,KogMaw,Lux,DrMundo,Nidalee,Vex,Lucian,Camille,1
Camille,Briar,Sylas,Ezreal,Zoe,Olaf,Qiyana,Xerath,Swain,Thresh,1
Zaahen,Belveth,Xerath,Jhin,Morgana,Olaf,Graves,Talon,Kaisa,Leona,0
Illaoi,XinZhao,Galio,Yunara,Rakan,Olaf,Graves,Smolder,Lucian,Pyke,1
Riven,Naafiri,Cassiopeia,MissFortune,Pyke,Olaf,Sylas,Ryze,Xayah,Pantheon,0
Riven,Graves,Aurora,Kalista,Pyke,Olaf,Ekko,Kassadin,Ezreal,Nami,0
Renekton,Nunu,Orianna,Jhin,Xerath,KSante,Zyra,Zoe,Caitlyn,Camille,1
Irelia,LeeSin,Ryze,Ezreal,Bard,Zoe,Ambessa,Akali,Caitlyn,Karma,0
Olaf,Viego,Xerath,Draven,Senna,Aatrox,Vi,Ahri,Aphelios,Rell,1
Irelia,Graves,Sylas,Jhin,Xerath,Jax,LeeSin,TwistedFate,Yunara,Soraka,0
Shen,XinZhao,Varus,Ezreal,Karma,Irelia,Taliyah,Sylas,Kaisa,Rell,0
Olaf,Vi,Ahri,Ezreal,Nautilus,Riven,Sylas,Viktor,Ashe,Lulu,0
Olaf,Nidalee,Ambessa,Mel,Camille,Garen,Talon,Sylas,Aphelios,Elise,0
Kennen,LeeSin,Aurora,Kaisa,Rell,Irelia,Ambessa,TwistedFate,Ezreal,Braum,0
Akali,Hecarim,Quinn,Ashe,Pyke,KSante,Graves,Viktor,Jhin,Camille,0
Ambessa,Evelynn,Vex,Ezreal,Neeko,Aatrox,Diana,Jayce,Jinx,Milio,0
Sion,Kindred,Viktor,Jinx,Morgana,Yone,MonkeyKing,Ahri,Caitlyn,Senna,1
Poppy,LeeSin,Anivia,Kaisa,Rell,Gangplank,Naafiri,Akshan,Jhin,Gragas,1
Gwen,LeeSin,Akshan,Corki,Bard,Kennen,Graves,Galio,Jhin,Maokai,0
Jayce,Graves,Annie,Kaisa,Nautilus,Irelia,Nidalee,Akshan,Ezreal,Heimerdinger,1
Aurora,Shyvana,Akshan,Ezreal,Rakan,Pantheon,Shaco,Orianna,Kaisa,Pyke,0
Udyr,Rengar,Akshan,Cassiopeia,Nautilus,Yorick,MasterYi,Vladimir,Varus,Braum,1
Mordekaiser,Rengar,Akshan,Ezreal,Thresh,Fiora,Shaco,AurelionSol,Kaisa,Nautilus,0
Gangplank,Vi,Ahri,Aphelios,Thresh,Jax,Ekko,Akshan,Jinx,Nautilus,0
KSante,LeeSin,Lissandra,Lucian,Lulu,Kennen,MasterYi,Akshan,Jinx,Nautilus,0
Teemo,MasterYi,Mel,MissFortune,Anivia,Ryze,LeeSin,Akshan,Jhin,Alistar,0
KSante,Karthus,Qiyana,Jhin,Xerath,Yorick,Kayn,Akshan,Kaisa,Blitzcrank,0
Vayne,Graves,Ahri,Lucian,Blitzcrank,Yasuo,Nidalee,TwistedFate,Jhin,Nautilus,1
Gnar,Talon,Viktor,Xerath,Alistar,Fiora,Maokai,Nunu,Xayah,Pyke,0
Sion,LeeSin,Viktor,Jhin,Bard,Zaahen,Nidalee,Aurora,Aphelios,Nautilus,1
Irelia,Khazix,TwistedFate,Ezreal,Soraka,Kennen,Shaco,Ahri,Kaisa,Karma,0
Jax,JarvanIV,Sylas,KogMaw,Karma,Heimerdinger,LeeSin,TwistedFate,Corki,Pyke,0
Yone,Khazix,Zed,Heimerdinger,Alistar,Maokai,Ambessa,TwistedFate,Ezreal,Renata,1
Aurora,Naafiri,TwistedFate,Draven,Braum,Jax,Sylas,Talon,Yunara,Morgana,0
Jax,LeeSin,TwistedFate,Kaisa,Braum,Jayce,JarvanIV,Taliyah,Tristana,Nautilus,0
Rumble,Sejuani,Yasuo,Jhin,Xerath,Aatrox,LeeSin,TwistedFate,KogMaw,Nami,1
Shyvana,Qiyana,Anivia,Yunara,Thresh,Illaoi,Kayn,Orianna,Ezreal,Nautilus,0
Galio,Ambessa,Lucian,Kaisa,Nautilus,Akali,Sylas,Smolder,Ezreal,Thresh,1
